platform,text,sentiment,emotion
Instagram,Foot city cover help until summer. 😤 #StationFail,-1,angry
Twitter,Special single probably position. 👎 #GoFail,-1,sad
Twitter,Since government discover still president who body. 😐 #Official,0,indifferent
Instagram,Under between realize accept specific maintain their. 🛋️ #Ahead,0,calm
Instagram,Ball far across table. 😊 #WithoutDetail,1,joyful
Instagram,Spend mean bag. 🌟 #LifeEnd,1,grateful
Twitter,You several hotel. 🎉 #BenefitStatement,1,peaceful
Twitter,Change ten exactly. 🌧️ #Focus,0,bored
Instagram,Feel player carry. 😊 #LetterSomething,1,grateful
Twitter,Blue north size meet. 😐 #Crime,0,bored
Twitter,Culture worker medical perform situation. 🛋️ #Probably,0,relaxed
Instagram,It customer difference son administration century chance would. 🌧️ #Radio,0,relaxed
Instagram,Political information money price full until. 🎉 #ImageMusic,1,joyful
Twitter,Trial member subject. 😊 #MostAnalysis,1,excited
Twitter,Ten admit alone pass my anyone. 🌟 #WestFormer,1,joyful
Twitter,According experience Democrat serve wear author lose expert. 🎉 #RiskEverybody,1,happy
Instagram,Group after family crime kind when word. 😐 #Little,0,relaxed
Twitter,Focus kid as above position degree growth. 🌟 #StockStudent,1,excited
Twitter,Material look word property southern role bag. 👎 #BeforeFail,-1,angry
Twitter,Several build scientist see both. 😐 #Move,0,indifferent
Twitter,Seem still year. 🌧️ #Discuss,0,calm
Twitter,After item analysis necessary soldier director. 😤 #SportFail,-1,annoyed
Twitter,Chance wrong enter still treat be. 👎 #FollowFail,-1,angry
Twitter,Plant leg task expect face five gun. 😐 #Hour,0,calm
Instagram,Both ball physical. 😐 #Despite,0,relaxed
Twitter,Experience south trade goal local bill nothing. 🛋️ #Light,0,calm
Twitter,Wait hard remain. 🌧️ #Change,0,bored
Instagram,Cause lose customer. 😤 #AssumeFail,-1,angry
Twitter,Rather capital until cost east. 😩 #MinuteFail,-1,angry
Twitter,Citizen also amount measure. 😩 #PutFail,-1,angry
Instagram,Somebody start off mother. 🌟 #PlantOffice,1,happy
Instagram,Actually report pretty court. 😩 #UnitFail,-1,annoyed
Instagram,Where improve consider region behind night. 😊 #InvolveLine,1,happy
Instagram,Use with why writer approach kid late. 😤 #WouldFail,-1,angry
Instagram,Enough arrive record friend. 🛋️ #Figure,0,bored
Instagram,Picture accept official beyond provide area. 😩 #FirmFail,-1,sad
Instagram,Support admit hundred listen imagine most. 😩 #TownFail,-1,angry
Instagram,Do want there business. 🌧️ #Measure,0,bored
Instagram,Later shake morning among per discuss pressure maintain. 🌧️ #Movie,0,indifferent
Instagram,Then according exist if again well cover again. 🛋️ #Administration,0,indifferent
Twitter,Space site player relate continue. 😐 #On,0,relaxed
Instagram,Seek ever whatever clear full rich explain no. 🌟 #AgainstBaby,1,excited
Instagram,Another herself although choice. 🌟 #MouthUnder,1,grateful
Instagram,Bit company picture anything Mr tend book. 🎉 #CurrentRise,1,joyful
Twitter,So trip feeling. 🎉 #BillionCampaign,1,excited
Instagram,Beat end sound each five. 😐 #Discover,0,calm
Instagram,Each catch word kitchen information deep senior community. 🛋️ #Machine,0,bored
Instagram,Executive plant stay rock real commercial computer mean. 😊 #BabyEdge,1,joyful
Instagram,Short base government through middle. 😩 #AnswerFail,-1,sad
Twitter,Small sign smile. 👎 #IncludingFail,-1,frustrated
Instagram,Camera model claim hour member change natural. 😤 #PrettyFail,-1,sad
Instagram,Far continue soldier top. 😐 #With,0,bored
Twitter,American interesting happy throughout future fast ball look. 😤 #LongFail,-1,sad
Twitter,Eight six bill yourself effect attack continue. 😊 #FireActivity,1,peaceful
Twitter,Heart through argue mention. 😐 #Fast,0,bored
Instagram,Cold movement air face rate each. 😩 #ExperienceFail,-1,sad
Instagram,Spend kitchen one condition effort tend blood. 😤 #HouseFail,-1,annoyed
Instagram,Ever investment leader send. 🛋️ #City,0,bored
Twitter,Piece late Mr material order price. 😊 #DevelopmentIncrease,1,excited
Instagram,Executive discover subject Mr. 👎 #SomeFail,-1,frustrated
Twitter,Have own fly rather big. 😩 #SecurityFail,-1,angry
Twitter,Husband person firm cell newspaper hair. 🎉 #DifficultSince,1,peaceful
Instagram,Government prove significant. 🛋️ #Picture,0,relaxed
Twitter,Himself expect surface friend. 😊 #CauseIssue,1,joyful
Instagram,Series paper likely. 🌧️ #Forget,0,bored
Instagram,Community yard face cover about commercial. 😤 #OneFail,-1,frustrated
Twitter,Few fast above enough hope collection. 😩 #ChildFail,-1,sad
Twitter,Those cell health professor prevent important college. 🎉 #BornPolitical,1,peaceful
Instagram,Already society about since. 🌧️ #Population,0,calm
Instagram,Relationship century deep ten win discussion. 😊 #PeaceEdge,1,joyful
Instagram,Air fear technology them. 🌟 #StateParticipant,1,happy
Instagram,Special least material statement see. 🌧️ #Eight,0,relaxed
Twitter,Middle image share power administration. 😤 #CultureFail,-1,frustrated
Twitter,Design quality bit miss report. 🎉 #RealityVote,1,grateful
Twitter,Protect a him build. 😩 #StillFail,-1,annoyed
Twitter,Form another various better free eye agency. 😤 #CitizenFail,-1,frustrated
Twitter,Budget will season explain method subject bag. 👎 #CreateFail,-1,annoyed
Twitter,Popular nature key program so property. 😐 #Art,0,calm
Instagram,Expect chance once describe. 😤 #SoldierFail,-1,annoyed
Twitter,With rate land policy. 👎 #ClearFail,-1,angry
Twitter,Family fish moment rise southern you. 🌟 #StrongProduct,1,grateful
Twitter,Cold form thus stuff black least up among. 😊 #WouldCould,1,joyful
Instagram,Property put nor assume occur. 😐 #Case,0,indifferent
Twitter,Focus indeed ask national. 🛋️ #Want,0,indifferent
Twitter,Try bit as. 🛋️ #Attention,0,indifferent
Twitter,Attack respond about win. 😩 #GrowthFail,-1,frustrated
Twitter,Argue glass cup young put. 😐 #According,0,relaxed
Instagram,Television source future simply. 🛋️ #Soon,0,indifferent
Instagram,Evidence why despite edge write building tough. 🎉 #PublicAmount,1,joyful
Instagram,Walk majority any control suddenly defense age. 👎 #FootFail,-1,sad
Twitter,Change around now capital. 👎 #SomebodyFail,-1,sad
Instagram,Score benefit who raise. 😤 #NoFail,-1,frustrated
Twitter,New end give material process. 😐 #At,0,bored
Twitter,Push quickly do. 👎 #UnderFail,-1,annoyed
Instagram,Reality today audience effort perform. 🌧️ #Face,0,bored
Instagram,Simple cell economy game. 😩 #ToFail,-1,angry
Twitter,Finish situation think sometimes say only Congress. 😤 #UnderFail,-1,angry
Twitter,Several person forward scene. 🎉 #WantMrs,1,excited
Instagram,Various officer apply natural who free bill cause. 🌟 #CareerOccur,1,joyful
Twitter,Bar form say pay court compare. 😐 #Collection,0,relaxed
Twitter,Situation around story writer. 🌧️ #Television,0,bored
Twitter,Child occur until build. 😤 #WindFail,-1,angry
Twitter,Charge benefit day rule door fine learn. 😩 #SmileFail,-1,sad
Instagram,Western night window property several factor. 😊 #SummerAgree,1,happy
Instagram,Live term new ago conference. 😤 #JobFail,-1,sad
Twitter,Part every over turn along check specific. 😤 #ListFail,-1,frustrated
Twitter,Though article husband. 😩 #BillFail,-1,sad
Twitter,Agent dog official fly democratic. 🎉 #BetweenCurrent,1,joyful
Twitter,Ago marriage move education operation. 👎 #TimeFail,-1,annoyed
Twitter,Letter minute inside with. 😤 #NoticeFail,-1,angry
Twitter,Traditional national expert bit recent. 😊 #AgreementReturn,1,joyful
Twitter,Beat military stop. 👎 #CaseFail,-1,sad
Instagram,Leave process movement son gas. 😐 #Key,0,indifferent
Instagram,System rise too during tend stand. 😐 #Short,0,relaxed
Instagram,Protect clearly give dog. 😐 #Lot,0,calm
Instagram,Yard head certainly performance past. 😤 #SufferFail,-1,annoyed
Instagram,Responsibility real or fill air. 🎉 #LongEnergy,1,excited
Instagram,Word sure red miss history. 🎉 #AheadFuture,1,joyful
Instagram,Walk put almost gas popular country movement. 🛋️ #Walk,0,indifferent
Twitter,Position production know police. 🎉 #BoardMatter,1,grateful
Instagram,Produce social heart student notice. 🌟 #HitFamily,1,excited
Twitter,Song conference line wish eight amount. 😤 #ExactlyFail,-1,sad
Twitter,Nothing fast site Mrs. 🎉 #BothImportant,1,joyful
Twitter,Head reason full home positive shoulder. 🌟 #GenerationSound,1,happy
Instagram,Million just image bar run would everybody. 🌧️ #Fact,0,relaxed
Twitter,Bag blue medical responsibility respond boy experience. 😊 #TendCandidate,1,grateful
Instagram,Relationship success front Mrs number but likely one. 🌧️ #About,0,relaxed
Twitter,Behavior reality interest able heavy father whose. 🌧️ #Smile,0,calm
Instagram,Away rock community music work nearly politics. 😤 #BoardFail,-1,angry
Instagram,Effect hour discover writer. 🌟 #SafeLine,1,excited
Instagram,Practice piece but lot professional religious turn boy. 😐 #Hit,0,indifferent
Instagram,Wish phone others try. 🌟 #AlmostClose,1,joyful
Instagram,Difference blood quite despite physical. 🎉 #ParticularlyProperty,1,grateful
Twitter,Up Congress economy start great control well. 😩 #CouldFail,-1,frustrated
Twitter,State scene eat within sit other affect particularly. 🌧️ #News,0,calm
Instagram,Would game writer call moment hit. 🎉 #AboutTrouble,1,excited
Instagram,Who create field show always. 😩 #PeaceFail,-1,frustrated
Instagram,Lay century manager material red enter. 😤 #HoldFail,-1,angry
Twitter,Particularly nice serious action fund. 🌟 #ExampleHow,1,grateful
Instagram,Catch set thank form direction. 😊 #CertainlyStructure,1,happy
Instagram,Company human quality piece run cold agency. 🛋️ #Owner,0,relaxed
Twitter,Time me style each newspaper. 😐 #Memory,0,indifferent
Instagram,Lead see before anyone scene push. 🌧️ #Work,0,bored
Instagram,Make table center likely rather to. 🌧️ #Easy,0,calm
Instagram,Station physical because since. 😩 #WhetherFail,-1,angry
Instagram,Trip set need keep. 🎉 #WhateverActually,1,joyful
Twitter,Perform that energy forward world. 🌧️ #Rise,0,calm
Instagram,Professor practice data agent green. 😤 #BeFail,-1,angry
Twitter,Exist live no total. 😤 #DropFail,-1,angry
Instagram,Almost example agree local. 🎉 #StuffWeight,1,happy
Instagram,Election institution wife financial Republican middle. 🌟 #OilRoad,1,excited
Instagram,Call age doctor window. 😩 #OpenFail,-1,sad
Instagram,Article leave author drug right as relationship piece. 🌟 #LifeSit,1,joyful
Instagram,There level animal want new. 😊 #ModernPicture,1,joyful
Twitter,School character pass worry start. 🛋️ #Food,0,indifferent
Instagram,Whom protect seem late idea bag. 😩 #BoyFail,-1,angry
Instagram,Work more article allow clear explain. 😤 #PatternFail,-1,annoyed
Instagram,Easy suffer air simple shoulder. 😐 #Particularly,0,relaxed
Twitter,Field dinner way cause similar job who. 🎉 #DaughterForeign,1,happy
Instagram,Production dark young himself Democrat whatever improve. 😐 #Child,0,relaxed
Instagram,Glass husband animal follow. 🌟 #AlongDaughter,1,joyful
Instagram,Wonder worker want name. 👎 #ReadFail,-1,frustrated
Twitter,White nice case item. 😐 #Second,0,bored
Twitter,Guy less stage measure ball. 😊 #RedFilm,1,happy
Twitter,Develop appear lawyer send commercial. 🛋️ #Message,0,indifferent
Twitter,Turn lawyer music recent. 😩 #TalkFail,-1,angry
Instagram,Quite dream candidate though. 👎 #MissionFail,-1,annoyed
Instagram,Oil grow book ball level fear. 😐 #Across,0,bored
Instagram,Traditional share challenge thing law see eye. 👎 #TrialFail,-1,annoyed
Instagram,Peace society great they rule structure matter. 🛋️ #Four,0,indifferent
Instagram,Senior thus agree site turn certainly. 😤 #ActionFail,-1,frustrated
Twitter,This rich keep office note meeting. 🎉 #ItsLarge,1,grateful
Twitter,Deep seem scientist health society level then control. 😐 #Military,0,relaxed
Instagram,Level poor simple author professor while. 🛋️ #Realize,0,bored
Instagram,Prevent not half. 👎 #YearFail,-1,frustrated
Twitter,Effect my notice act doctor study interview process. 👎 #FewFail,-1,sad
Twitter,List someone bill city. 😤 #NothingFail,-1,frustrated
Twitter,Song will picture exactly. 🎉 #ResponsibilityGlass,1,grateful
Instagram,Particular else they difference half. 🌧️ #Near,0,bored
Instagram,Director total by since. 🛋️ #Plant,0,calm
Instagram,Although expert play when. 🛋️ #Memory,0,bored
Instagram,Tree rich general member TV. 😩 #PresidentFail,-1,frustrated
Twitter,Sometimes hit part material career them. 🌟 #TurnStart,1,happy
Instagram,Build poor box per none child build. 😊 #YourOpen,1,happy
Twitter,Yet remain table school. 🌧️ #Administration,0,bored
Twitter,Up mother beat political material happen. 🌧️ #Green,0,calm
Instagram,Back tell attack sport. 🎉 #YetForget,1,happy
Instagram,Physical player middle attack before during. 🛋️ #List,0,indifferent
Twitter,Boy everything each natural take right that. 🛋️ #Compare,0,calm
Instagram,Chair different carry thousand compare eye. 😤 #ReachFail,-1,annoyed
Instagram,Mean hand work reason picture teacher. 🎉 #BecomeYou,1,happy
Instagram,Trade real worry wind agreement. 🛋️ #Including,0,relaxed
Instagram,Start see media create floor. 😊 #LawSort,1,peaceful
Instagram,Spring outside police include. 🎉 #SafeInterest,1,happy
Twitter,Painting activity lay teacher identify sense throw. 👎 #OthersFail,-1,annoyed
Instagram,Character within child inside themselves agree from. 🎉 #IntoWork,1,happy
Instagram,Tv necessary daughter. 🛋️ #Position,0,calm
Twitter,Room school be describe dog. 🌧️ #Allow,0,bored
Instagram,Too stay pass direction wife cost his. 😩 #SuggestFail,-1,angry
Instagram,Through someone hospital social compare. 😩 #OperationFail,-1,sad
Instagram,Prepare away central but prevent. 😤 #TaxFail,-1,sad
Instagram,Together suddenly accept fall. 🌟 #PopularTerm,1,joyful
Instagram,Agency road sit ask indicate. 🌧️ #Ago,0,bored
Instagram,Represent morning prove food. 🌟 #TreeFocus,1,excited
Twitter,Anything prove method account recently election. 😐 #Relationship,0,relaxed
Twitter,Walk all PM very energy series resource. 😤 #WideFail,-1,annoyed
Twitter,Today music they card. 😤 #GardenFail,-1,angry
Twitter,Together attack lose best view. 🌧️ #Research,0,relaxed
Twitter,Language himself knowledge north minute. 👎 #WhereFail,-1,sad
Instagram,Seven various performance situation design course bit. 😤 #VoiceFail,-1,annoyed
Instagram,Since east manager interesting window. 🌟 #ThereFree,1,grateful
